row_id,next_5min_arrivals,next_10min_arrivals,next_15min_pressure_score,congestion_risk_binary,congestion_risk_multiclass,best_alternate_gate,expected_wait_reduction_minutes,reroute_confidence
bsu_2025_006_A_-153,183,378,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-152,182,381,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-151,188,389,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-150,192,401,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-149,197,404,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-148,195,400,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-147,199,407,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-146,201,407,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-145,209,413,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-144,207,410,8.03,0,low,C,0.0,0.557
bsu_2025_006_A_-143,205,405,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-142,208,409,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-141,206,398,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-140,204,393,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-139,203,393,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-138,200,399,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-137,201,400,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-136,192,396,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-135,189,394,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-134,190,395,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-133,199,401,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-132,199,397,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-131,204,400,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-130,205,398,8.15,0,low,C,0.0,0.558
bsu_2025_006_A_-129,205,397,8.23,0,low,C,0.0,0.559
bsu_2025_006_A_-128,202,393,8.23,0,low,C,0.0,0.559
bsu_2025_006_A_-127,198,392,8.23,0,low,C,0.0,0.559
bsu_2025_006_A_-126,196,395,8.23,0,low,C,0.0,0.559
bsu_2025_006_A_-125,193,397,8.31,0,low,C,0.0,0.559
bsu_2025_006_A_-124,192,400,8.57,0,low,C,0.0,0.561
bsu_2025_006_A_-123,191,403,8.57,0,low,C,0.0,0.561
bsu_2025_006_A_-122,194,407,8.69,0,low,C,0.0,0.562
bsu_2025_006_A_-121,199,410,8.69,0,low,C,0.0,0.562
bsu_2025_006_A_-120,204,419,8.75,0,low,C,0.0,0.562
bsu_2025_006_A_-119,208,427,8.76,0,low,C,0.0,0.563
bsu_2025_006_A_-118,212,431,9.03,0,low,C,0.0,0.565
bsu_2025_006_A_-117,213,439,9.13,0,low,C,0.0,0.565
bsu_2025_006_A_-116,211,446,9.55,0,low,C,0.0,0.568
bsu_2025_006_A_-115,215,455,9.64,0,low,C,0.0,0.569
bsu_2025_006_A_-114,219,461,9.64,0,low,C,0.0,0.569
bsu_2025_006_A_-113,219,470,9.64,0,low,C,0.0,0.569
bsu_2025_006_A_-112,226,482,9.64,0,low,C,0.0,0.569
bsu_2025_006_A_-111,235,501,9.67,0,low,C,0.0,0.569
bsu_2025_006_A_-110,240,516,10.15,0,low,C,0.0,0.573
bsu_2025_006_A_-109,242,525,10.15,0,low,C,0.0,0.573
bsu_2025_006_A_-108,251,537,10.15,0,low,C,0.0,0.573
bsu_2025_006_A_-107,256,547,10.15,0,low,C,0.0,0.573
bsu_2025_006_A_-106,266,558,10.59,0,low,C,0.0,0.576
bsu_2025_006_A_-105,276,574,10.59,0,low,C,0.0,0.576
bsu_2025_006_A_-104,283,588,10.59,0,low,C,0.0,0.576
bsu_2025_006_A_-103,286,598,10.59,0,low,C,0.0,0.576
bsu_2025_006_A_-102,291,608,10.59,0,low,C,0.0,0.576
bsu_2025_006_A_-101,292,620,10.98,0,low,C,0.0,0.578
bsu_2025_006_A_-100,298,629,11.06,0,low,C,0.0,0.579
bsu_2025_006_A_-099,305,638,11.06,0,low,C,0.0,0.579
bsu_2025_006_A_-098,312,652,11.06,0,low,C,0.0,0.579
bsu_2025_006_A_-097,317,661,11.06,0,low,C,0.0,0.579
bsu_2025_006_A_-096,328,677,11.23,0,low,C,0.0,0.58
bsu_2025_006_A_-095,331,688,11.23,0,low,C,0.0,0.58
bsu_2025_006_A_-094,333,701,11.28,0,low,C,0.0,0.581
bsu_2025_006_A_-093,340,709,11.29,0,low,C,0.0,0.581
bsu_2025_006_A_-092,344,721,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-091,349,729,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-090,357,738,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-089,368,752,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-088,369,762,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-087,377,775,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-086,380,778,11.36,0,low,C,0.0,0.581
bsu_2025_006_A_-085,381,782,11.55,0,low,C,0.0,0.582
bsu_2025_006_A_-084,384,783,11.55,0,low,C,0.0,0.582
bsu_2025_006_A_-083,393,794,11.64,0,low,C,0.0,0.583
bsu_2025_006_A_-082,398,799,11.64,0,low,C,0.0,0.583
bsu_2025_006_A_-081,398,799,11.64,0,low,C,0.0,0.583
bsu_2025_006_A_-080,401,805,11.64,0,low,C,0.0,0.583
bsu_2025_006_A_-079,399,809,11.71,0,low,C,0.0,0.584
bsu_2025_006_A_-078,401,814,11.71,0,low,C,0.0,0.584
bsu_2025_006_A_-077,401,812,11.71,0,low,C,0.0,0.584
bsu_2025_006_A_-076,401,816,11.79,0,low,C,0.0,0.584
bsu_2025_006_A_-075,404,814,11.79,0,low,C,0.0,0.584
bsu_2025_006_A_-074,410,823,11.79,0,low,C,0.0,0.584
bsu_2025_006_A_-073,413,817,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-072,411,820,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-071,415,828,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-070,410,822,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-069,413,810,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-068,404,813,11.97,0,low,C,0.0,0.585
bsu_2025_006_A_-067,409,820,12.15,0,low,C,0.0,0.587
bsu_2025_006_A_-066,413,819,12.15,0,low,C,0.0,0.587
bsu_2025_006_A_-065,412,825,13.17,0,low,C,0.0,0.594
bsu_2025_006_A_-064,397,815,13.34,0,low,C,0.0,0.595
bsu_2025_006_A_-063,409,817,13.62,0,low,C,0.0,0.597
bsu_2025_006_A_-062,411,822,13.62,0,low,C,0.0,0.597
bsu_2025_006_A_-061,406,820,14.02,0,low,C,0.0,0.6
bsu_2025_006_A_-060,413,845,14.58,0,low,C,0.0,0.604
bsu_2025_006_A_-059,418,878,14.85,0,low,C,0.0,0.606
bsu_2025_006_A_-058,408,899,15.9,0,low,C,0.0,0.614
bsu_2025_006_A_-057,411,917,16.68,0,low,C,0.0,0.619
bsu_2025_006_A_-056,414,951,16.68,0,low,C,0.0,0.619
bsu_2025_006_A_-055,432,990,16.68,0,low,C,0.0,0.619
bsu_2025_006_A_-054,460,1044,16.68,0,low,C,0.0,0.619
bsu_2025_006_A_-053,491,1115,16.68,0,low,C,0.0,0.619
bsu_2025_006_A_-052,506,1188,16.76,0,low,C,0.0,0.62
bsu_2025_006_A_-051,537,1258,17.97,0,low,C,0.0,0.628
bsu_2025_006_A_-050,558,1299,17.97,0,low,C,0.0,0.628
bsu_2025_006_A_-049,584,1351,17.97,0,low,C,0.0,0.628
bsu_2025_006_A_-048,624,1398,18.06,0,low,C,0.0,0.629
bsu_2025_006_A_-047,682,1476,19.68,0,low,C,0.0,0.641
bsu_2025_006_A_-046,721,1571,19.75,0,low,C,0.0,0.641
bsu_2025_006_A_-045,741,1649,19.75,0,low,C,0.0,0.641
bsu_2025_006_A_-044,767,1721,20.09,0,low,C,0.0,0.643
bsu_2025_006_A_-043,774,1796,20.14,0,low,C,0.0,0.644
bsu_2025_006_A_-042,794,1877,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-041,850,1970,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-040,908,2054,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-039,954,2170,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-038,1022,2293,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-037,1083,2439,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-036,1120,2550,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-035,1146,2638,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-034,1216,2815,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-033,1271,2956,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-032,1356,3132,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-031,1430,3302,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-030,1492,3460,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-029,1599,3581,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-028,1685,3655,21.73,0,low,C,0.0,0.655
bsu_2025_006_A_-027,1776,3709,21.73,0,low,C,0.01,0.655
bsu_2025_006_A_-026,1872,3741,21.54,0,low,C,0.01,0.654
bsu_2025_006_A_-025,1968,3800,21.54,0,low,C,0.02,0.654
bsu_2025_006_A_-024,1982,3864,21.26,0,low,C,0.03,0.652
bsu_2025_006_A_-023,1970,3866,21.07,0,low,C,0.04,0.65
bsu_2025_006_A_-022,1933,3857,21.07,0,low,C,0.05,0.65
bsu_2025_006_A_-021,1869,3852,21.07,0,low,C,0.08,0.65
bsu_2025_006_A_-020,1832,3883,20.98,0,low,C,0.09,0.65
bsu_2025_006_A_-019,1882,3887,20.88,0,low,C,0.11,0.649
bsu_2025_006_A_-018,1896,3978,20.79,0,low,C,0.14,0.648
bsu_2025_006_A_-017,1924,3976,20.59,0,low,C,0.16,0.647
bsu_2025_006_A_-016,1983,4021,20.59,0,low,C,0.17,0.647
bsu_2025_006_A_-015,2051,4002,20.59,0,low,C,0.19,0.647
bsu_2025_006_A_-014,2005,3885,20.5,0,low,C,0.22,0.646
bsu_2025_006_A_-013,2082,3837,20.39,0,low,C,0.24,0.646
bsu_2025_006_A_-012,2052,3704,20.3,0,low,C,0.26,0.645
bsu_2025_006_A_-011,2038,3549,20.3,0,low,C,0.28,0.645
bsu_2025_006_A_-010,1951,3402,20.3,0,low,C,0.31,0.645
bsu_2025_006_A_-009,1880,3278,20.3,0,low,C,0.33,0.645
bsu_2025_006_A_-008,1755,3031,20.2,0,low,C,0.36,0.644
bsu_2025_006_A_-007,1652,2880,20.2,0,low,C,0.38,0.644
bsu_2025_006_A_-006,1511,2646,20.2,0,low,C,0.4,0.644
bsu_2025_006_A_-005,1451,2500,20.2,0,low,C,0.41,0.644
bsu_2025_006_A_-004,1398,2333,20.1,0,low,C,0.43,0.644
bsu_2025_006_A_-003,1276,2141,20.1,0,low,C,0.44,0.644
bsu_2025_006_A_-002,1228,1987,20.1,0,low,C,0.43,0.644
bsu_2025_006_A_-001,1135,1827,20.1,0,low,C,0.43,0.644
bsu_2025_006_A_+000,1049,1651,20.1,0,low,C,0.44,0.644
bsu_2025_006_A_+001,935,1467,20.1,0,low,C,0.44,0.644
bsu_2025_006_A_+002,865,1334,20.1,0,low,C,0.44,0.644
bsu_2025_006_A_+003,759,1170,20.1,0,low,C,0.45,0.644
bsu_2025_006_A_+004,692,1054,20.0,0,low,C,0.44,0.643
bsu_2025_006_A_+005,602,917,20.0,0,low,D,0.44,0.643
bsu_2025_006_A_+006,532,798,20.0,0,low,D,0.38,0.643
bsu_2025_006_A_+007,469,705,20.0,0,low,D,0.37,0.643
bsu_2025_006_A_+008,411,614,20.0,0,low,D,0.36,0.643
bsu_2025_006_A_+009,362,545,20.0,0,low,D,0.35,0.643
bsu_2025_006_A_+010,315,470,20.0,0,low,D,0.34,0.643
bsu_2025_006_A_+011,266,402,20.0,0,low,D,0.32,0.643
bsu_2025_006_A_+012,236,356,20.0,0,low,D,0.31,0.643
bsu_2025_006_A_+013,203,306,20.0,0,low,D,0.29,0.643
bsu_2025_006_A_+014,183,269,20.0,0,low,D,0.27,0.643
bsu_2025_006_A_+015,155,231,20.0,0,low,D,0.25,0.643
bsu_2025_006_A_+016,136,199,20.0,0,low,D,0.23,0.643
bsu_2025_006_A_+017,120,172,20.0,0,low,D,0.21,0.643
bsu_2025_006_A_+018,103,147,20.0,0,low,D,0.2,0.643
bsu_2025_006_A_+019,86,122,20.0,0,low,D,0.18,0.643
bsu_2025_006_A_+020,76,107,20.0,0,low,D,0.15,0.643
bsu_2025_006_A_+021,63,85,20.0,0,low,D,0.13,0.643
bsu_2025_006_A_+022,52,67,20.0,0,low,D,0.11,0.643
bsu_2025_006_A_+023,44,52,20.0,0,low,D,0.09,0.643
bsu_2025_006_A_+024,36,40,17.59,0,low,D,0.07,0.626
bsu_2025_006_A_+025,31,31,12.02,0,low,D,0.05,0.586
bsu_2025_006_A_+026,22,22,5.11,0,low,D,0.02,0.536
bsu_2025_006_A_+027,15,15,4.68,0,low,D,0.0,0.533
bsu_2025_006_A_+028,8,8,4.4,0,low,D,0.0,0.531
bsu_2025_006_A_+029,4,4,4.4,0,low,D,0.0,0.531
bsu_2025_006_A_+030,0,0,4.4,0,low,D,0.0,0.531
bsu_2025_006_B_-180,22,60,5.1,0,low,B,0.0,0.456
bsu_2025_006_B_-179,26,65,5.1,0,low,B,0.0,0.456
bsu_2025_006_B_-178,28,70,5.46,0,low,B,0.0,0.459
bsu_2025_006_B_-177,31,76,5.82,0,low,B,0.0,0.462
bsu_2025_006_B_-176,35,84,5.82,0,low,B,0.0,0.462
bsu_2025_006_B_-175,38,92,5.82,0,low,B,0.0,0.462
bsu_2025_006_B_-174,39,98,5.82,0,low,B,0.0,0.462
bsu_2025_006_B_-173,42,107,5.82,0,low,B,0.0,0.462
bsu_2025_006_B_-172,45,116,6.16,0,low,B,0.0,0.464
bsu_2025_006_B_-171,49,123,6.66,0,low,B,0.0,0.468
bsu_2025_006_B_-170,54,132,6.66,0,low,B,0.0,0.468
bsu_2025_006_B_-169,59,141,6.82,0,low,B,0.0,0.469
bsu_2025_006_B_-168,65,149,6.82,0,low,B,0.0,0.469
bsu_2025_006_B_-167,71,157,6.82,0,low,B,0.0,0.469
bsu_2025_006_B_-166,74,166,6.98,0,low,B,0.0,0.47
bsu_2025_006_B_-165,78,175,7.14,0,low,B,0.0,0.471
bsu_2025_006_B_-164,82,186,7.14,0,low,B,0.0,0.471
bsu_2025_006_B_-163,84,193,7.14,0,low,B,0.0,0.471
bsu_2025_006_B_-162,86,199,7.29,0,low,B,0.0,0.472
bsu_2025_006_B_-161,92,208,7.43,0,low,B,0.0,0.473
bsu_2025_006_B_-160,97,217,7.43,0,low,B,0.0,0.473
bsu_2025_006_B_-159,104,226,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-158,109,235,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-157,113,244,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-156,116,252,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-155,120,257,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-154,122,264,7.74,0,low,B,0.0,0.475
bsu_2025_006_B_-153,126,272,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-152,131,275,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-151,136,281,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-150,137,284,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-149,142,286,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-148,146,293,8.09,0,low,B,0.0,0.478
bsu_2025_006_B_-147,144,294,8.24,0,low,B,0.0,0.479
bsu_2025_006_B_-146,145,298,8.24,0,low,B,0.0,0.479
bsu_2025_006_B_-145,147,300,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-144,144,298,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-143,147,300,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-142,150,308,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-141,153,308,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-140,153,315,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-139,154,321,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-138,153,319,8.59,0,low,B,0.0,0.481
bsu_2025_006_B_-137,158,324,8.61,0,low,B,0.0,0.481
bsu_2025_006_B_-136,155,320,8.61,0,low,B,0.0,0.481
bsu_2025_006_B_-135,162,327,8.61,0,low,B,0.0,0.481
bsu_2025_006_B_-134,167,331,8.61,0,low,B,0.0,0.481
bsu_2025_006_B_-133,166,331,8.95,0,low,B,0.0,0.484
bsu_2025_006_B_-132,166,334,9.2,0,low,B,0.0,0.486
bsu_2025_006_B_-131,165,337,9.26,0,low,B,0.0,0.486
bsu_2025_006_B_-130,165,338,9.26,0,low,B,0.0,0.486
bsu_2025_006_B_-129,164,342,9.26,0,low,B,0.0,0.486
bsu_2025_006_B_-128,165,352,9.49,0,low,B,0.0,0.488
bsu_2025_006_B_-127,168,360,9.77,0,low,B,0.0,0.49
bsu_2025_006_B_-126,172,374,9.77,0,low,B,0.0,0.49
bsu_2025_006_B_-125,173,378,9.77,0,low,B,0.0,0.49
bsu_2025_006_B_-124,178,385,9.77,0,low,B,0.0,0.49
bsu_2025_006_B_-123,187,399,9.9,0,low,B,0.0,0.491
bsu_2025_006_B_-122,192,409,10.3,0,low,B,0.0,0.494
bsu_2025_006_B_-121,202,421,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-120,205,429,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-119,207,439,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-118,212,448,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-117,217,458,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-116,219,473,11.07,0,low,B,0.0,0.499
bsu_2025_006_B_-115,224,489,11.72,0,low,B,0.0,0.504
bsu_2025_006_B_-114,232,501,11.72,0,low,B,0.0,0.504
bsu_2025_006_B_-113,236,505,12.66,0,low,B,0.0,0.51
bsu_2025_006_B_-112,241,514,12.66,0,low,B,0.0,0.51
bsu_2025_006_B_-111,254,518,12.66,0,low,B,0.0,0.51
bsu_2025_006_B_-110,265,535,12.66,0,low,B,0.0,0.51
bsu_2025_006_B_-109,269,542,13.17,0,low,B,0.0,0.514
bsu_2025_006_B_-108,269,558,13.17,0,low,B,0.0,0.514
bsu_2025_006_B_-107,273,569,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-106,264,569,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-105,270,570,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-104,273,587,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-103,289,594,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-102,296,608,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-101,305,617,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-100,300,623,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-099,314,633,13.33,0,low,B,0.0,0.515
bsu_2025_006_B_-098,305,632,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-097,312,633,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-096,312,637,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-095,323,645,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-094,319,639,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-093,327,650,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-092,321,639,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-091,325,645,13.42,0,low,B,0.0,0.516
bsu_2025_006_B_-090,322,636,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-089,320,638,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-088,323,638,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-087,318,633,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-086,320,637,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-085,314,639,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-084,318,640,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-083,315,631,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-082,315,631,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-081,317,620,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-080,325,619,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-079,322,608,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-078,316,600,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-077,316,591,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-076,303,580,13.47,0,low,B,0.0,0.516
bsu_2025_006_B_-075,294,567,13.05,0,low,B,0.0,0.513
bsu_2025_006_B_-074,286,553,12.51,0,low,B,0.0,0.509
bsu_2025_006_B_-073,284,546,12.51,0,low,B,0.0,0.509
bsu_2025_006_B_-072,275,537,12.24,0,low,B,0.0,0.507
bsu_2025_006_B_-071,277,529,12.24,0,low,B,0.0,0.507
bsu_2025_006_B_-070,273,521,12.14,0,low,B,0.0,0.507
bsu_2025_006_B_-069,267,515,12.14,0,low,B,0.0,0.507
bsu_2025_006_B_-068,262,503,11.99,0,low,B,0.0,0.506
bsu_2025_006_B_-067,262,496,11.99,0,low,B,0.0,0.506
bsu_2025_006_B_-066,252,482,11.66,0,low,B,0.0,0.503
bsu_2025_006_B_-065,248,467,11.39,0,low,B,0.0,0.501
bsu_2025_006_B_-064,248,455,11.39,0,low,B,0.0,0.501
bsu_2025_006_B_-063,241,444,11.09,0,low,B,0.0,0.499
bsu_2025_006_B_-062,234,435,11.09,0,low,B,0.0,0.499
bsu_2025_006_B_-061,230,425,11.09,0,low,B,0.0,0.499
bsu_2025_006_B_-060,219,413,11.02,0,low,B,0.0,0.499
bsu_2025_006_B_-059,207,399,10.22,0,low,B,0.0,0.493
bsu_2025_006_B_-058,203,385,9.9,0,low,B,0.0,0.491
bsu_2025_006_B_-057,201,376,9.74,0,low,B,0.0,0.49
bsu_2025_006_B_-056,195,367,9.54,0,low,B,0.0,0.488
bsu_2025_006_B_-055,194,357,9.54,0,low,B,0.0,0.488
bsu_2025_006_B_-054,192,348,9.54,0,low,B,0.0,0.488
bsu_2025_006_B_-053,182,333,9.49,0,low,B,0.0,0.488
bsu_2025_006_B_-052,175,320,8.99,0,low,B,0.0,0.484
bsu_2025_006_B_-051,172,310,8.99,0,low,B,0.0,0.484
bsu_2025_006_B_-050,163,293,8.64,0,low,B,0.0,0.482
bsu_2025_006_B_-049,156,280,8.25,0,low,B,0.0,0.479
bsu_2025_006_B_-048,151,272,8.25,0,low,B,0.0,0.479
bsu_2025_006_B_-047,145,259,8.08,0,low,B,0.0,0.478
bsu_2025_006_B_-046,138,247,7.35,0,low,B,0.0,0.472
bsu_2025_006_B_-045,130,237,7.35,0,low,B,0.0,0.472
bsu_2025_006_B_-044,124,227,7.17,0,low,B,0.0,0.471
bsu_2025_006_B_-043,121,221,7.17,0,low,B,0.0,0.471
bsu_2025_006_B_-042,114,212,6.83,0,low,B,0.0,0.469
bsu_2025_006_B_-041,109,201,6.26,0,low,B,0.0,0.465
bsu_2025_006_B_-040,107,197,6.26,0,low,B,0.0,0.465
bsu_2025_006_B_-039,103,188,6.26,0,low,B,0.0,0.465
bsu_2025_006_B_-038,100,180,6.08,0,low,B,0.0,0.463
bsu_2025_006_B_-037,98,174,6.08,0,low,B,0.0,0.463
bsu_2025_006_B_-036,92,168,5.87,0,low,B,0.0,0.462
bsu_2025_006_B_-035,90,162,5.87,0,low,B,0.0,0.462
bsu_2025_006_B_-034,85,155,5.87,0,low,B,0.0,0.462
bsu_2025_006_B_-033,80,146,5.3,0,low,B,0.0,0.458
bsu_2025_006_B_-032,76,139,4.91,0,low,B,0.0,0.455
bsu_2025_006_B_-031,76,136,4.91,0,low,B,0.0,0.455
bsu_2025_006_B_-030,72,130,4.51,0,low,B,0.0,0.452
bsu_2025_006_B_-029,70,127,4.51,0,low,B,0.0,0.452
bsu_2025_006_B_-028,66,123,4.51,0,low,B,0.0,0.452
bsu_2025_006_B_-027,63,117,4.5,0,low,B,0.0,0.452
bsu_2025_006_B_-026,60,111,4.29,0,low,B,0.0,0.451
bsu_2025_006_B_-025,58,107,4.09,0,low,B,0.0,0.449
bsu_2025_006_B_-024,57,103,4.09,0,low,B,0.0,0.449
bsu_2025_006_B_-023,57,99,4.09,0,low,B,0.0,0.449
bsu_2025_006_B_-022,54,94,4.09,0,low,B,0.0,0.449
bsu_2025_006_B_-021,51,90,3.96,0,low,B,0.0,0.448
bsu_2025_006_B_-020,49,86,3.96,0,low,B,0.0,0.448
bsu_2025_006_B_-019,46,81,3.96,0,low,B,0.0,0.448
bsu_2025_006_B_-018,42,75,3.76,0,low,B,0.0,0.447
bsu_2025_006_B_-017,40,73,3.76,0,low,B,0.0,0.447
bsu_2025_006_B_-016,39,70,3.76,0,low,B,0.0,0.447
bsu_2025_006_B_-015,37,66,3.55,0,low,B,0.0,0.445
bsu_2025_006_B_-014,35,63,3.55,0,low,B,0.0,0.445
bsu_2025_006_B_-013,33,61,3.55,0,low,B,0.0,0.445
bsu_2025_006_B_-012,33,59,3.55,0,low,B,0.0,0.445
bsu_2025_006_B_-011,31,54,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-010,29,49,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-009,28,45,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-008,28,43,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-007,26,38,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-006,23,34,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-005,20,31,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-004,17,28,3.35,0,low,B,0.0,0.444
bsu_2025_006_B_-003,15,24,3.14,0,low,B,0.0,0.442
bsu_2025_006_B_-002,12,20,3.14,0,low,B,0.0,0.442
bsu_2025_006_B_-001,11,18,3.14,0,low,B,0.0,0.442
bsu_2025_006_B_+000,11,17,3.14,0,low,B,0.0,0.442
bsu_2025_006_B_+001,11,16,3.14,0,low,B,0.0,0.442
bsu_2025_006_B_+002,9,14,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+003,8,13,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+004,7,12,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+005,6,11,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+006,5,10,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+007,5,10,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+008,5,10,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+009,5,10,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+010,5,9,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+011,5,8,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+012,5,7,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+013,5,6,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+014,5,5,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+015,4,4,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+016,3,3,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+017,2,2,3.0,0,low,B,0.0,0.441
bsu_2025_006_B_+018,1,1,3.0,0,low,B,0.0,0.441
